question,options,answer,multiple
"Qual é a melhor opção para armazenar estado de sessão para uma aplicação web de e-commerce migrada para AWS que precisa ser tolerante a falhas e altamente escalável?","['Amazon ElastiCache','Amazon CloudFront','Amazon S3','Habilitar session stickiness no ELB']","['Amazon ElastiCache']",False
"Para uma prova de conceito de endpoint REST com baixo tráfego e uso de cache da AWS, qual é a opção mais econômica para publicar o endpoint?","['Criar uma função AWS Lambda com AWS SAM e expor via Amazon API Gateway','Criar container no ECS e expor via API Gateway','Usar Elastic Beanstalk com ALB','Usar EKS e API Gateway']","['Criar uma função AWS Lambda com AWS SAM e expor via Amazon API Gateway']",False
"Empresa quer app serverless para funcionários compartilharem arquivos de um bucket S3 privado de forma segura. Qual recurso usar para compartilhar e acessar arquivos com segurança?","['S3 presigned URLs','S3 bucket policy','Amazon Cognito user pool','Amazon Cognito identity pool']","['S3 presigned URLs']",False
"Terceiro possui endpoint HTTP API protegido por API key; qual a forma mais segura de gerenciar essa API key via código sem impactar performance?","['Armazenar as credenciais da API no AWS Secrets Manager e recuperar em runtime via SDK.','Armazenar as credenciais em DynamoDB com resource policies.','Armazenar a chave em um objeto S3 privado e recuperar via SDK.','Guardar a chave em variável de código local no repositório.']","['Armazenar as credenciais da API no AWS Secrets Manager e recuperar em runtime via SDK.']",False
"Como automatizar exclusão de itens antigos em uma tabela DynamoDB que armazena sessão de aplicação?","['Adicionar um atributo de tempo de expiração e habilitar TTL (Time To Live) com base nesse atributo.','Escrever script e agendar cron em EC2.','Criar nova tabela a cada dia e apagar a anterior.','Adicionar um atributo ItemExpiration manualmente e usar script.']","['Adicionar um atributo de tempo de expiração e habilitar TTL (Time To Live) com base nesse atributo.']",False
"Como lançar uma nova versão de API no API Gateway para um número limitado de usuários de forma simples e segura?","['Usar a opção de implantação canário no API Gateway (canarySettings) e direcionar uma porcentagem do tráfego.','Criar nova API e usar roteamento ponderado no Route 53.','Promover durante janela de menor uso.','Criar alarme CloudWatch para rollback baseado em 500s.']","['Usar a opção de implantação canário no API Gateway (canarySettings) e direcionar uma porcentagem do tráfego.']",False
"Como testar localmente uma função Lambda específica ao usar AWS CDK e SAM local no workstation?","['Executar cdk synth e em seguida sam local start-lambda apontando para o template sintetizado e o identificador da função.','Executar cdk synth e cdk deploy e testar no console.','Usar sam package e sam deploy e testar no console.','Executar comandos locais de invocação do CDK e SAM.']","['Executar cdk synth e em seguida sam local start-lambda apontando para o template sintetizado e o identificador da função.']",False
"Qual serviço melhor automatiza deploy, escalabilidade e gerenciamento de um ambiente para uma aplicação Ruby sem conhecer infra subjacente?","['AWS Elastic Beanstalk','AWS CloudFormation','AWS CodeDeploy','AWS OpsWorks']","['AWS Elastic Beanstalk']",False
"Lambda configurada para notificar via SNS quando arquivo >50 MB é enviado ao S3; ao carregar 3000 MB a Lambda não é invocada. Qual possível razão?","['A resource-based policy da função Lambda não possui permissões necessárias para ser invocada pelo S3.','Notificações de evento S3 não são ativadas para arquivos maiores que 1000 MB.','Funções Lambda não podem ser invocadas diretamente por eventos S3.','Bucket S3 precisa ser público.']","['A resource-based policy da função Lambda não possui permissões necessárias para ser invocada pelo S3.']",False
"Elastic Beanstalk app com instâncias Amazon Linux perdeu desempenho em picos; console não mostra uso de memória. Como reunir mais informações sobre performance?","['Instalar e configurar o CloudWatch Agent nas instâncias para rastrear uso de memória.','Configurar .ebextensions para rastrear memória.','Criar um painel CloudWatch para acompanhar memória.','Configurar CloudWatch Logs agent na porta 443.']","['Instalar e configurar o CloudWatch Agent nas instâncias para rastrear uso de memória.']",False
